0,16.643,0,-3.12,-10.654,33.714,15,15,10,0,0,10.73,0.503,-20.715,-4.351,-54.29,-31.557,13.831,-0.901,-0.843,30.672,6.58,-14.321,6.74,6.316,-12.641,53.16,-70.641,-0.229,11.76,0.98,-10.517,52.244,-61.374,10.809,0,0
0,17.339,0,-3.139,-1.854,69.569,15,15,10,1,0,9.25,4.821,-21.316,-22.244,-95.115,-49.313,14.78,-1.142,-0.017,49.649,13.466,-32.595,3.909,7.526,-19.17,106.947,-266.763,-3.115,14.21,2.709,-7.456,43.374,-66.992,13.771,1,0
0,18.495,0,-3.13,0.813,115.666,5,15,10,1,0,7.805,-0.673,-11.355,-26.29,-133.786,-52.779,13.527,2.093,3.248,76.26,28.626,-39.496,5.655,6.905,-14.31,46.702,-67.603,1.252,12.595,1.006,-8.042,39.099,-76.763,14.809,0,0
0.377,20.023,0,-3.113,1.751,152.779,5,15,10,1,0,6.323,-8.059,-5.125,-11.053,-150.779,-43.176,8.294,2.29,-2.412,74.473,29.588,-30.55,6.893,6.416,-13.958,41.573,-131.115,8.672,13.652,0.359,-7.049,40.473,-79.145,16.366,0,0
0.736,21.759,0,-3.076,3.662,173.561,5,15,10,1,0,9.034,-11.443,-0.323,39.252,-129.969,-26.031,9.106,3.346,-4.397,69.802,30.55,-11.71,8.821,4.857,-13.259,38.153,-116.763,27.115,13.328,-0.778,-8.138,44.748,-83.74,19.191,0,0
1.075,23.384,0,-2.816,26.012,162.564,5,15,10,1,0,6.227,-4.036,-6.701,69.008,-118.382,-13.878,7.405,3.298,-4.608,67.267,36.504,3.191,8.905,4.563,-13.259,47.664,-42.534,13.374,17.79,0.529,-6.11,51.282,-89.405,22.473,0,0
1.397,25.01,0,-2.263,55.287,162.564,5,15,10,1,0,2.065,-0.182,-16.978,60.962,-129.771,-8.046,6.105,-0.06,-5.477,75.038,33.13,11.527,2.611,3.51,-12.885,395.954,-305.832,-496.855,12.971,0.802,-6.876,49.099,-98.321,22.595,0,0
1.699,26.79,0,-1.395,86.826,177.979,5,15,10,1,0,0.738,-2.412,-19.721,58.84,-158.336,-14.58,4.311,-2.11,-8.373,97.771,25.649,30.885,0.129,9.217,-10.366,104.58,3.176,69.985,12.08,2.955,-6.047,41.664,-113.221,22.534,0,0
1.983,28.72,0,-0.271,112.438,193.016,5,15,10,1,0,5.202,-7.142,-21.014,83.221,-160.779,-13.71,8.347,-1.272,-9.01,97.191,14.168,36.992,9.645,5.952,-10.466,50.244,2.076,1.527,12.782,2.033,-6.062,37.847,-123.206,19.634,0,0
2.248,30.493,0,1.055,132.569,177.269,5,15,10,1,0,6.5,-6.926,-19.225,115.282,-151.74,-5.328,7.971,-2.012,-10.205,75.679,-0.397,42.672,8.895,5.348,-10.04,41.466,55.145,27.511,15.134,2.982,-4.112,29.282,-125.802,18.885,0,0
2.494,31.998,0,2.534,147.938,150.536,5,15,10,1,0,9.07,0.874,-18.308,107.069,-132.534,0.916,8.524,1.051,-11.259,57.191,-22.107,44.641,7.851,1.073,-9.139,335.634,-424.061,385.954,17.117,0.079,-4.165,37.725,-125.847,15.511,0,0
2.722,33.034,0,4.146,161.167,103.626,5,15,10,1,0,10.366,1.396,-14.179,66.076,-116.427,-1.985,9.947,0.678,-9.113,42.656,-44.794,40.015,5.964,5.073,-9.01,42.504,47.939,26.992,15.479,1.521,-3.437,44,-137.74,14.214,0,0
2.931,33.602,0,5.892,174.614,56.728,5,15,10,1,0,13.28,-1.779,-15.163,23.893,-103.267,-1.237,10.689,3.001,-8.708,23.878,-66.702,31.389,5.774,1.667,-9.283,49.924,116,22.229,14.943,-2.005,-5.937,45.45,-127.115,9.16,0,0
3.122,33.675,0,7.757,186.47,7.381,5,15,10,1,0,11.225,0.002,-17.302,-7.908,-82.168,8.504,10.335,2.215,-8.763,-4.229,-88.382,10.26,5.362,0.778,-8.189,58.443,139.115,41.221,13.326,0.393,-7.743,52.275,-130.885,6.595,0,0
3.293,33.36,0,9.73,197.319,-31.506,5,15,10,1,0,12.653,-5.037,-13.98,-34.183,-65.115,10.779,9.427,2.843,-12.085,-37.16,-101.969,5.176,6.531,-1.006,-4.488,153.405,332.336,252.336,12.866,-0.812,-5.844,58.244,-138.718,3.756,0,0
3.447,32.723,0,11.785,205.479,-63.778,5,15,10,1,0,7.487,1.032,-19.474,-60.336,-50.672,14.718,12.294,0.623,-10.909,-57.252,-110.611,-5.893,7.362,4.536,0.752,188.305,202.748,186.015,13.371,1.013,-3.985,74.229,-139.924,6.947,0,0
3.581,31.855,0,13.989,220.425,-86.758,5,15,10,1,0,3.99,-1.861,-17.105,-73.023,-44.733,7.496,13.364,-1.293,-8.1,-65.756,-116.26,-4.321,6.162,4.754,-9.942,119.573,117.695,40.153,13.295,0.228,-7.393,91.802,-143.603,6.534,0,0
3.697,30.646,0,16.366,237.706,-120.873,5,15,10,1,0,7.671,-5.477,-14.911,-60.962,-20.885,5.466,10.895,-2.486,-10.502,-65.939,-129.71,-1.389,6.467,16.041,-24.889,-143.267,-48.855,384.244,10.78,0.012,-16.468,84.29,-145.695,12.137,0,0
3.794,29.112,0,19.003,263.718,-153.431,5,15,10,1,0,5.02,-0.35,-13.927,-66.153,-14.595,8.885,8.79,-1.423,-10.435,-51.878,-139.878,2.092,4.677,3.254,-23.682,172.092,254.198,87.695,14.452,6.086,-10.196,71.511,-156.168,4.321,0,0
3.872,27.497,0,21.892,288.895,-161.511,5,15,10,1,0,6.96,-3.593,-14.825,-74.336,-16.672,7.863,7.669,-0.812,-11.388,-38.809,-145.969,5.847,7.001,4.068,-22.676,82.809,360.55,470.718,11.391,6.632,-8.457,44.122,-167.359,-5.023,0,0
3.932,25.962,0,25.053,316.086,-153.454,5,15,10,1,0,5.691,-3.559,-15.141,-69.939,-18.931,8.794,11.906,-2.098,-7.52,-22.015,-139.527,1.603,2.917,21.868,-20.161,-4.855,322.87,68.824,10.627,7.607,-9.764,12.489,-155.023,6,0,0
3.973,24.684,0,28.429,337.567,-127.808,5,15,10,1,0,3.528,-1.415,-18.401,-71.664,-32.855,1.847,12.286,0.199,-6.89,-17.298,-132.046,1.206,0.843,16.673,-36.069,-306.046,-127.282,-27.115,10.464,6.385,-11.951,-20.076,-144.366,11.42,0,0
3.995,23.777,0,32.047,361.863,-90.752,5,15,10,1,0,6.989,-8.715,-13.113,-39.939,-33.588,-2.137,10.308,-1.068,-8.474,-18.519,-121.863,9.252,1.221,14.125,-33.013,448.748,163.893,-360.794,8.476,6.299,-12.052,-50.931,-133.008,19.893,0,0
3.999,22.971,0,35.827,377.908,-80.567,5,15,10,1,0,9.942,-8.165,-13.896,0.687,-27.878,4.382,9.4,-0.735,-10.059,-17.053,-117.969,17.008,2.16,1.445,-41.75,251.496,378.107,-57.16,6.859,9.412,-9.343,-72.794,-138.656,23.969,0,0
3.984,22.136,0,39.731,390.439,-83.519,5,15,10,1,0,3.901,-3.837,-13.57,14.718,-31.695,6.366,10.883,-2.74,-7.183,-6.626,-114.763,17.954,8.9,5.28,-21.68,-155.298,-88.26,-210.687,7.997,5.317,-14.622,-91.725,-123.313,25.542,0,0
3.951,21.213,0,43.539,380.826,-92.297,5,15,10,1,0,7.626,-3.76,-13.283,14.244,-22.168,4.931,8.325,-1.19,-9.772,-1.145,-120.076,18.092,5.37,7.488,-25.512,-162.321,-124.84,-488.55,6.251,7.449,-15.024,-103.115,-109.313,20.198,0,0
3.898,20.279,0,47.205,366.578,-93.384,5,15,10,1,0,7.19,-1.835,-13.573,0.168,-23.13,1.939,8.735,-0.637,-9.446,3.649,-120.29,18.305,2.409,2.679,-25.636,-137.221,-134.977,-9.405,4.457,3.516,-20.362,-115.023,-106.366,8.031,0,0
3.827,19.382,0,50.585,337.956,-89.71,5,15,10,1,0,8.718,-4.012,-13.534,-5.939,-20.733,0.519,9.925,-1.286,-8.404,2.305,-120.26,15.664,3.487,3.47,-18.997,-56.55,387.344,-254.534,8.847,3.173,-17.172,-121.679,-98.275,-0.58,0,0
3.738,18.5,0,53.584,299.927,-88.234,5,15,10,1,0,8.744,-5.35,-12.248,-6.702,-18.473,0.763,9.305,-1.399,-8.744,-0.58,-117.924,17.313,2.922,8.69,-20.937,-102.107,-240.382,-264.183,12.643,0.022,-13.118,-112.931,-82.168,-1.053,0,0
3.629,17.499,0,56.031,244.675,-100.044,5,15,10,1,0,7.185,-2.5,-13.735,-12,-17.649,-2.198,10.648,-0.714,-7.489,-1.435,-118.519,17.954,5.561,5.522,-35.178,-404.885,-182,189.557,11.194,-2.829,-11.989,-102.992,-40.992,2.107,0,0
3.503,16.559,0,57.968,193.703,-94.059,5,15,10,1,0,6.103,-2.869,-14.253,-18.687,-17.832,-3.023,11.206,0.122,-7.623,-6.641,-118.214,16,5.851,3.086,-23.663,-97.466,-398.672,333.924,9.556,-3.971,-11.101,-73.847,-1.359,6.901,0,0
3.357,15.719,0,59.414,144.631,-83.908,5,15,10,1,0,11.664,-7.41,-11.266,-8.26,-11.481,-4.412,7.734,-0.036,-10.684,-13.282,-117.176,22.58,4.936,4.167,-16.535,-48.672,297.756,-74.626,9.812,-4.723,-10.622,-35.496,30.718,10.214,0,0
3.193,14.83,0,60.44,102.619,-88.989,5,15,10,1,0,4.812,-0.968,-15.122,-8.992,-18.611,-0.229,12.263,-0.683,-5.674,-13.878,-114.672,17.344,5.288,2.56,-16.447,-50.473,278.885,-109.191,10.363,-1.087,-10.519,-11.069,60.901,12.198,0,0
