0,1.52,0,8.557,157.173,33.646,15,5,11,0,0,9.884,-5.082,0.903,45.695,-79.588,-20.366,9.108,-2.436,-11.067,20.58,-69.603,-5.053,4.737,2.867,-13.709,31.45,10.29,12.031,13.743,-4.675,-9.005,5.42,-158.046,-12.748,0,0
0,1.748,0,10.231,167.359,22.751,15,5,10,1,0,7.489,-4.095,-9.501,41.13,-60.962,-2.748,13.35,-1.722,-10.957,65.527,-61.725,-13.42,7.377,2.467,-11.479,25.832,43.176,0.366,13.81,-0.194,-8.282,4,-169.481,-12.351,1,0
0,1.967,0,12.069,183.815,21.984,5,5,10,1,0,3.511,8.181,-16.59,34.351,-72.87,5.542,15.57,0.625,-9.357,133.435,-52.702,-31.069,6.306,3.751,-9.719,127.756,286.534,148.153,16.262,-1.435,-5.688,0.412,-174.092,-13.924,0,0
0.117,2.568,0,13.977,190.785,60.047,5,5,10,1,0,10.873,6.117,-10.38,13.71,-110.321,-21.847,17.045,3.597,-6.239,142.656,-28.107,-37.13,6.107,4.419,-8.433,42.046,83.542,104.794,16.406,-1.336,-8.965,-9.237,-178.595,-20.519,0,0
0.226,3.373,0,15.991,201.405,80.532,5,5,10,1,0,13.038,-4.419,-12.119,11.985,-120.702,-25.969,15.096,2.908,-6.567,113.267,-13.527,-43.985,7.547,4.522,-7.54,47.267,119.756,145.099,13.441,-3.046,-5.976,-1.802,-177.252,-20.718,0,0
0.329,4.351,0,18.166,217.518,97.79,5,5,10,1,0,10.112,-9.578,-15.237,34.718,-130.183,-12.382,12.603,2.179,-7.674,86.427,-14.321,-41.542,6.431,4.072,-6.471,40.672,157.618,156.214,14.761,0.812,-6.026,-10.015,-195.985,-23.145,0,0
0.424,5.538,0,20.554,238.816,118.675,5,5,10,1,0,7.801,-10.643,-15.448,69.328,-141.679,-0.137,12.816,1.54,-7.626,60.366,-12.748,-29.282,8.217,4.709,-7.805,40.489,203.176,99.328,15.491,-2.587,-4.402,-3.802,-189.466,-29.206,0,0
0.512,6.893,0,23.224,266.945,135.464,5,15,10,1,0,10.435,-9.448,-11.676,104.718,-142.015,5.115,11.125,-0.443,-9.331,38.366,-15.634,-7.008,2.572,9.848,2.05,-497.557,35.42,-100.153,19.579,-0.05,-2.572,-13.206,-191.588,-24.809,0,0
0.592,8.251,0,26.109,288.552,135.853,5,15,10,1,0,6.531,-3.104,-13.11,99.221,-143.817,7.267,10.459,-1.229,-11.63,39.802,-27.237,11.985,9.796,9.64,-11.273,14.412,297.466,95.389,17.081,0.8,-10.557,-15.252,-193.847,-28.382,0,0
0.666,9.617,0,29.383,327.382,136.631,5,15,10,1,0,6.862,-0.776,-11.875,75.405,-142.992,5.115,8.435,0.182,-13.87,42.244,-37.618,24.626,2.299,20.024,-14.916,-148.519,-234,278.962,19.929,6.505,-9.13,-14.565,-214.916,-19.939,0,0
0.732,10.819,0,33.17,378.72,120.163,5,15,10,1,0,9.065,-1.212,-9.764,42.992,-129.511,5.496,8.069,0.627,-14.068,32.763,-46.87,29.893,2.132,20.823,-23.375,-397.053,110.168,329.038,-8.232,6.153,-20.252,-14.84,-231.634,-30.885,0,0
0.79,11.77,0,37.429,425.87,95.146,5,15,10,1,0,7.168,0.774,-12.492,8.504,-116.168,7.023,6.634,1.741,-13.168,19.557,-54.519,25.466,9.511,6.88,-23.763,353.359,322.427,-61.069,2.232,9.721,-19.663,-39.832,-253.359,-13.71,0,0
0.842,12.507,0,42.219,479.039,73.609,5,15,10,1,0,7.271,-1.2,-12.356,-10.687,-104.382,3.924,5.298,3.437,-11.592,-0.687,-60.962,18.153,9.317,15.514,-33.731,74.031,-311.71,-210.076,17.443,14.978,-13.862,-96.092,-251.679,-1.191,0,0
0.886,13.016,0,47.364,514.459,50.915,5,15,9,1,0,6.766,-1.298,-14.442,-25.344,-97.374,1.939,6.634,2.723,-10.426,-24.519,-63.74,6.427,7.851,4,-23.833,-115.802,246.733,-105.221,26.393,13.546,-16.154,-121.939,-238.885,-18.397,0,0
0.923,13.374,0,52.575,521.154,35.877,5,15,11,1,0,6.699,-3.403,-13.553,-31.664,-93.359,0.718,8.272,2.278,-11.134,-46.748,-61.527,-3.374,6.723,4.941,-21.517,-104.885,-483.435,-167.939,12.883,6.919,-14.473,-167.191,-231.496,-34.076,0,0
0.953,13.547,0,57.391,481.557,17.223,5,15,9,1,0,7.525,-3.822,-13.276,-36.015,-82.702,2.473,8.572,-0.151,-12.332,-59.389,-63.557,-10.962,8.677,1.851,-20.283,-66.687,258.885,-112.763,15.333,-2.893,-2.567,-158.244,-171.252,-8.641,0,0
0.975,13.533,0,61.61,421.887,-1.408,5,15,11,1,0,7.147,-1.677,-14.662,-37.649,-66.87,6.046,9.468,-0.977,-13.323,-56.84,-75.298,-16.58,5.779,3.971,-20.861,-54.672,257.405,-59.496,14.207,-8.869,-6.68,-110.122,-112.534,18.061,0,0
0.991,13.521,0,65.119,350.865,-1.122,5,15,9,1,0,6.797,-3.657,-12.864,-46.183,-73.145,1.221,10.061,-0.18,-11.709,-51.298,-79.13,-11.282,3.046,0.619,-27.902,-430.366,-236.718,127.756,13.29,-5.726,-8.639,-73.847,-59.985,27.084,0,0
0.999,13.51,0,67.908,278.985,-1.156,5,15,11,1,0,6.627,-4.917,-13.709,-32.916,-65.893,0.58,11.604,-1.257,-11.803,-49.847,-85.267,-0.672,2.551,3.445,-27.998,-437.481,315.084,-378.626,9.07,-1.916,-10.495,-43.496,-15.313,26.489,0,0
0.999,13.499,0,69.882,197.411,-1.041,5,15,10,1,0,6.778,-5.192,-13.637,-22.977,-64.153,0,10.593,-0.568,-11.345,-39.115,-83.588,3.985,3.183,4.723,-17.534,-67.74,185.786,-38.244,9.441,-0.29,-8.967,-31.328,28.351,30.595,0,0
