0,55.437,0,-0.293,126.698,106.545,15,5,10,0,0,-1.207,-8.177,-35.693,-14.29,-150.626,-7.634,5.662,-0.786,-8.217,22.977,-30.473,17.481,8.177,15.016,-12.742,499.893,-21.985,6.351,12.274,2.635,-9.884,26.748,-143.374,1.969,0,0
0,56.759,0,1.194,148.648,132.191,15,5,10,1,0,3.94,-10.452,-15.989,50.336,-158.931,-9.267,8.672,-2.316,-10.483,7.298,-34.687,35.634,6.596,17.353,-13.776,390.595,42.489,-1.832,11.989,1.765,-11.467,7.695,-142.473,1.389,1,0
0,57.942,0,2.802,160.813,118.263,5,5,10,1,0,13.362,-1.882,-2.009,90.595,-97.435,-16.061,12.128,-3.492,-6.807,0.824,-33.725,46.809,7.262,20.407,-12.009,62.443,5.252,4.214,14.107,0.189,-12.174,-4.931,-152.718,2.763,0,0
0.681,58.821,0,4.504,170.231,87.914,5,5,10,1,0,20.374,1.212,-5.341,68.855,-58.977,-23.679,11.618,-5.906,-3.284,28.824,-27.221,51.725,8.157,9.894,-11.199,9.588,14.534,2.794,15.726,-0.678,-11.309,-14.977,-163.557,4.611,0,0
1.321,59.418,0,6.34,183.541,59.727,5,5,10,1,0,11.783,1.229,-12.43,28.626,-77.664,-12.656,9.202,-3.08,-1.82,59.771,-41.023,53.786,10.373,8.648,-11.712,-8.214,26.336,5.481,17.941,-1.26,-9.762,-18.885,-175.679,8.351,0,0
1.921,59.769,0,8.332,199.208,35.145,5,5,10,1,0,10.77,-2.4,-19.673,6.687,-84.015,1.435,4.06,2.005,-4.692,71.71,-74.809,58.534,10.701,7.229,-12.085,-38.504,76.824,21.74,18.221,-2.153,-9.992,-25.985,-174.061,11.252,0,0
2.479,59.883,0,10.522,219.006,11.353,5,5,10,1,0,9.384,-4.323,-22.995,-10.137,-93.176,12.595,7.966,2.199,-2.668,60.656,-94.015,43.45,10.701,5.532,-9.705,-27.237,108.947,22.534,13.582,-0.503,-8.258,-36.458,-193.771,11.786,0,0
2.996,59.568,0,12.909,238.77,-31.506,5,15,10,1,0,6.071,-5.24,-18.839,-5.435,-88.687,15.328,9.803,3.609,-6.052,34.061,-112.855,34.244,10.236,6.399,-7.607,-34.321,70.092,13.74,16.188,-2.544,-7.472,-37.16,-199.008,10.748,0,0
3.472,58.795,0,15.557,264.714,-77.271,5,15,10,1,0,4.888,1.157,-16.918,4.534,-55.695,13.588,11.458,2.891,-5.961,7.878,-129.053,31.298,9.599,4.548,-6.711,-61.832,182.29,63.084,17.656,-5.949,-7.405,-33.771,-203.832,8.427,0,0
3.907,57.649,0,18.494,293.77,-114.613,5,15,10,1,0,4.268,2.529,-18.082,-7.496,-43.115,10.427,9.844,1.193,-6.783,-9.985,-142.229,28.153,1.619,2.639,-0.786,-470.458,-184.672,-5.863,21.371,-4.4,-3.746,-27.802,-213.252,5.053,0,0
